"Area","Kind","Name","File","Line"
"WEB","type","AnalyticsRouteParams","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\websites\[websiteId]\analytics\page.tsx","7"
"WEB","interface","AnalyticsSession","apps\web\src\features\analytics-engine\analytics-engine-types.ts","38"
"WEB","type","AnalyticsSourceType","apps\web\src\features\analytics-engine\analytics-engine-types.ts","3"
"WEB","interface","AnalyticsTrendPoint","apps\web\src\features\analytics-overview\analytics-overview.types.ts","21"
"WEB","interface","ApiError","apps\web\src\features\lib\api\api-error.ts","33"
"WEB","interface","ApiErrorBody","apps\web\src\features\lib\api\api-client.ts","5"
"WEB","interface","ApiErrorBody","apps\web\src\features\repositories\repositories-api.ts","4"
"WEB","interface","ApplicationActivity","apps\web\src\features\activity\activity-types.ts","86"
"WEB","type","ApplicationActivityType","apps\web\src\features\activity\activity-types.ts","71"
"WEB","type","ApplicationActivityType","apps\web\src\features\activity\components\activity-filters.tsx","14"
"WEB","interface","ApplicationBlocker","apps\web\src\features\development\development-types.ts","25"
"WEB","interface","ApplicationCardProps","apps\web\src\features\applications\components\application-card.tsx","10"
"WEB","type","ApplicationCategory","apps\web\src\features\applications\components\application-filters.tsx","12"
"WEB","type","ApplicationCategory","apps\web\src\features\applications\application-types.ts","11"
"WEB","type","ApplicationCategory","apps\web\src\features\applications\components\application-form.tsx","16"
"WEB","interface","ApplicationFiltersProps","apps\web\src\features\applications\components\application-filters.tsx","28"
"WEB","interface","ApplicationFilterValue","apps\web\src\features\applications\components\application-filters.tsx","18"
"WEB","interface","ApplicationFormProps","apps\web\src\features\applications\components\application-form.tsx","24"
"WEB","interface","ApplicationHealthSummary","apps\web\src\features\monitoring\application-health-badge.tsx","8"
"WEB","interface","ApplicationLink","apps\web\src\features\applications\application-types.ts","31"
"WEB","type","ApplicationLinkType","apps\web\src\features\applications\application-types.ts","19"
"WEB","interface","ApplicationListQuery","apps\web\src\features\applications\application-types.ts","98"
"WEB","interface","ApplicationListResponse","apps\web\src\features\applications\application-types.ts","78"
"WEB","interface","ApplicationMilestone","apps\web\src\features\development\development-types.ts","70"
"WEB","interface","ApplicationPagination","apps\web\src\features\applications\application-types.ts","69"
"WEB","type","ApplicationPriority","apps\web\src\features\applications\components\application-filters.tsx","13"
"WEB","type","ApplicationPriority","apps\web\src\features\applications\application-types.ts","7"
"WEB","type","ApplicationPriority","apps\web\src\features\applications\components\application-form.tsx","17"
"WEB","interface","ApplicationsEmptyStateProps","apps\web\src\features\applications\components\applications-empty-state.tsx","6"
"WEB","interface","ApplicationsErrorStateProps","apps\web\src\features\applications\components\applications-error-state.tsx","5"
"WEB","interface","ApplicationsGridProps","apps\web\src\features\applications\components\applications-grid.tsx","4"
"WEB","interface","ApplicationsHeaderProps","apps\web\src\features\applications\components\applications-header.tsx","5"
"WEB","interface","ApplicationsResultSummaryProps","apps\web\src\features\applications\components\applications-result-summary.tsx","1"
"WEB","type","ApplicationStatus","apps\web\src\features\applications\components\application-form.tsx","18"
"WEB","type","ApplicationStatus","apps\web\src\features\applications\application-types.ts","3"
"WEB","type","ApplicationStatus","apps\web\src\features\applications\components\application-filters.tsx","14"
"WEB","interface","ApplicationSubNavProps","apps\web\src\features\applications\components\application-sub-nav.tsx","7"
"WEB","interface","ApplicationTask","apps\web\src\features\development\development-types.ts","49"
"WEB","type","ApplicationTaskStatus","apps\web\src\features\development\development-types.ts","7"
"WEB","interface","ApplicationTechnology","apps\web\src\features\applications\application-types.ts","21"
"WEB","interface","AppProvidersProps","apps\web\src\providers\app-providers.tsx","6"
"WEB","interface","AppShellProps","apps\web\src\components\layout\app-shell.tsx","12"
"WEB","interface","AuthContextValue","apps\web\src\features\auth\auth-provider.tsx","10"
"WEB","interface","AuthLayoutProps","apps\web\src\app\(auth)\layout.tsx","4"
"WEB","interface","AuthMeResponse","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\applications\[applicationId]\settings\page.tsx","17"
"WEB","interface","AuthResponse","apps\web\src\features\auth\auth.types.ts","57"
"WEB","interface","AuthSession","apps\web\src\features\auth\auth.types.ts","75"
"WEB","type","AuthStatus","apps\web\src\features\auth\auth-provider.tsx","8"
"WEB","interface","AuthUser","apps\web\src\features\auth\auth.types.ts","52"
"WEB","interface","BadgeProps","apps\web\src\components\ui\badge.tsx","6"
"WEB","type","BadgeVariant","apps\web\src\components\ui\badge.tsx","4"
"WEB","type","BadgeVariant","apps\web\src\features\development\development-constants.ts","3"
"WEB","interface","BlockerPanelProps","apps\web\src\features\development\components\blocker-panel.tsx","15"
"WEB","type","BlockerStatus","apps\web\src\features\development\development-types.ts","13"
"WEB","interface","BreadcrumbItem","apps\web\src\components\layout\breadcrumbs.tsx","4"
"WEB","interface","BreadcrumbsProps","apps\web\src\components\layout\breadcrumbs.tsx","9"
"WEB","interface","BreakdownPanelProps","apps\web\src\features\analytics-overview\analytics-overview-dashboard.tsx","28"
"WEB","interface","ButtonProps","apps\web\src\components\ui\button.tsx","8"
"WEB","type","ButtonSize","apps\web\src\components\ui\button.tsx","6"
"WEB","type","ButtonVariant","apps\web\src\components\ui\button.tsx","4"
"WEB","interface","CheckboxProps","apps\web\src\components\ui\checkbox.tsx","5"
"WEB","interface","CodeDiffViewerProps","apps\web\src\features\repositories\code-diff-viewer.tsx","6"
"WEB","interface","CodeExplorerProps","apps\web\src\features\repositories\code-explorer.tsx","14"
"WEB","interface","CodeTreeNode","apps\web\src\features\repositories\code-explorer.types.ts","15"
"WEB","interface","CodeTreeProps","apps\web\src\features\repositories\code-tree.tsx","7"
"WEB","interface","CodeViewerProps","apps\web\src\features\repositories\code-viewer.tsx","7"
"WEB","interface","CreateApplicationLinkPayload","apps\web\src\features\applications\application-types.ts","118"
"WEB","type","CreateApplicationPayload","apps\web\src\features\applications\components\application-form.tsx","19"
"WEB","interface","CreateApplicationPayload","apps\web\src\features\applications\application-types.ts","83"
"WEB","interface","CreateBlockerPayload","apps\web\src\features\development\development-types.ts","165"
"WEB","interface","CreatedWorkspace","apps\web\src\features\workspaces\workspace-types.ts","8"
"WEB","interface","CreateMilestonePayload","apps\web\src\features\development\development-types.ts","148"
"WEB","interface","CreateTaskPayload","apps\web\src\features\development\development-types.ts","156"
"WEB","interface","CreateTechnologyPayload","apps\web\src\features\applications\application-types.ts","110"
"WEB","interface","CreateWebsitePayload","apps\web\src\features\websites\website-types.ts","45"
"WEB","interface","CreateWorkspacePayload","apps\web\src\features\workspaces\workspace-types.ts","3"
"WEB","interface","CurrentEnvironmentVersion","apps\web\src\features\releases\release-management.types.ts","105"
"WEB","interface","CurrentUserResponse","apps\web\src\features\auth\auth.types.ts","69"
"WEB","interface","DashboardData","apps\web\src\features\monitoring\monitoring-dashboard.tsx","35"
"WEB","interface","DashboardData","apps\web\src\features\releases\release-deployment-dashboard.tsx","27"
"WEB","interface","DashboardProps","apps\web\src\features\releases\release-deployment-dashboard.tsx","21"
"WEB","interface","DataTableColumn","apps\web\src\components\ui\data-table.tsx","4"
"WEB","interface","DataTableProps","apps\web\src\components\ui\data-table.tsx","14"
"WEB","interface","Deployment","apps\web\src\features\releases\release-management.types.ts","42"
"WEB","interface","DeploymentActivity","apps\web\src\features\releases\release-management.types.ts","31"
"WEB","interface","DeploymentOptions","apps\web\src\features\releases\release-management.types.ts","123"
"WEB","type","DeploymentStatus","apps\web\src\features\releases\release-management.types.ts","3"
"WEB","interface","DevelopmentBoardProps","apps\web\src\features\development\components\development-board.tsx","20"
"WEB","interface","DevelopmentSummary","apps\web\src\features\development\development-types.ts","110"
"WEB","interface","DevelopmentTemplate","apps\web\src\features\development\development-types.ts","90"
"WEB","type","DevelopmentTemplateType","apps\web\src\features\development\development-types.ts","17"
"WEB","interface","DevelopmentTimelineProps","apps\web\src\features\development\components\development-timeline.tsx","8"
"WEB","interface","DevelopmentUser","apps\web\src\features\development\development-types.ts","19"
"WEB","interface","DimensionReportItem","apps\web\src\features\analytics-reports\analytics-reports.types.ts","89"
"WEB","interface","DimensionReportResponse","apps\web\src\features\analytics-reports\analytics-reports.types.ts","103"
"WEB","interface","EmptyStateProps","apps\web\src\components\ui\empty-state.tsx","3"
"WEB","interface","ErrorStateProps","apps\web\src\components\ui\error-state.tsx","5"
"WEB","interface","EventReportItem","apps\web\src\features\analytics-reports\analytics-reports.types.ts","63"
"WEB","interface","EventReportResponse","apps\web\src\features\analytics-reports\analytics-reports.types.ts","73"
"WEB","interface","GateProps","apps\web\src\features\auth\auth-gates.tsx","6"
"WEB","interface","GetAnalyticsOverviewInput","apps\web\src\features\analytics-overview\analytics-overview.types.ts","89"
"WEB","interface","GithubCallbackResult","apps\web\src\features\repositories\repository.types.ts","56"
"WEB","interface","GithubConnectStart","apps\web\src\features\repositories\repository.types.ts","48"
"WEB","interface","GithubSetupResult","apps\web\src\features\repositories\repository.types.ts","52"
"WEB","interface","HealthCheck","apps\web\src\features\monitoring\monitoring.types.ts","25"
"WEB","interface","HealthCheckFormState","apps\web\src\features\monitoring\monitoring-dashboard.tsx","45"
"WEB","interface","HealthCheckHistory","apps\web\src\features\monitoring\monitoring.types.ts","77"
"WEB","type","HealthCheckStatus","apps\web\src\features\monitoring\monitoring.types.ts","3"
"WEB","interface","HealthIncident","apps\web\src\features\monitoring\monitoring.types.ts","91"
"WEB","type","HealthIncidentStatus","apps\web\src\features\monitoring\monitoring.types.ts","5"
"WEB","type","HealthState","apps\web\src\components\api-health-card.tsx","7"
"WEB","interface","HealthStatusBadgeProps","apps\web\src\features\monitoring\health-status-badge.tsx","3"
"WEB","type","HealthTargetType","apps\web\src\features\monitoring\monitoring.types.ts","1"
"WEB","interface","InputProps","apps\web\src\components\ui\input.tsx","4"
"WEB","type","InvitationDeliveryStatus","apps\web\src\features\team-operations\team-operations.types.ts","5"
"WEB","interface","InvitationMutationResponse","apps\web\src\features\team-operations\team-operations.types.ts","44"
"WEB","interface","InvitationPreview","apps\web\src\features\team-operations\team-operations.types.ts","50"
"WEB","type","InvitationStatus","apps\web\src\features\team-operations\team-operations.types.ts","3"
"WEB","interface","LinkManagerProps","apps\web\src\features\applications\components\link-manager.tsx","15"
"WEB","interface","LoginInput","apps\web\src\features\auth\auth.types.ts","85"
"WEB","type","LucideIcon","apps\web\src\features\activity\components\activity-item.tsx","20"
"WEB","interface","MetricCardProps","apps\web\src\features\analytics-overview\analytics-overview-dashboard.tsx","18"
"WEB","interface","MetricCardProps","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\page.tsx","125"
"WEB","interface","MilestoneCardProps","apps\web\src\features\development\components\milestone-card.tsx","37"
"WEB","interface","MilestoneProgressExplanation","apps\web\src\features\development\development-types.ts","98"
"WEB","type","MilestoneStatus","apps\web\src\features\development\development-types.ts","3"
"WEB","interface","MonitoringDashboardProps","apps\web\src\features\monitoring\monitoring-dashboard.tsx","31"
"WEB","interface","MonitoringSummary","apps\web\src\features\monitoring\monitoring.types.ts","7"
"WEB","interface","MonitoringTarget","apps\web\src\features\monitoring\monitoring.types.ts","115"
"WEB","interface","NavGroup","apps\web\src\components\layout\app-shell.tsx","23"
"WEB","interface","NavItem","apps\web\src\components\layout\app-shell.tsx","16"
"WEB","type","NotificationPriority","apps\web\src\features\team-operations\team-operations.types.ts","69"
"WEB","type","NotificationTab","apps\web\src\app\(dashboard)\notifications\page.tsx","12"
"WEB","interface","OpenTab","apps\web\src\features\repositories\code-explorer.tsx","20"
"WEB","interface","PageErrorProps","apps\web\src\components\states\page-error.tsx","1"
"WEB","interface","PageLoadingProps","apps\web\src\components\states\page-loading.tsx","1"
"WEB","interface","PageReportItem","apps\web\src\features\analytics-reports\analytics-reports.types.ts","35"
"WEB","interface","PageReportResponse","apps\web\src\features\analytics-reports\analytics-reports.types.ts","55"
"WEB","interface","PaginatedResponse","apps\web\src\features\releases\release-management.types.ts","139"
"WEB","interface","Pagination","apps\web\src\features\analytics-reports\analytics-reports.types.ts","11"
"WEB","interface","ProcessingRun","apps\web\src\features\analytics-processing\analytics-processing.types.ts","3"
"WEB","type","ProcessingRunStatus","apps\web\src\features\analytics-processing\analytics-processing.types.ts","1"
"WEB","interface","ProcessingState","apps\web\src\features\analytics-processing\use-analytics-processing.ts","7"
"WEB","interface","ProgressProps","apps\web\src\components\ui\progress.tsx","3"
"WEB","type","ProtectedRouteProps","apps\web\src\features\auth\protected-route.tsx","6"
"WEB","interface","RawEventQuery","apps\web\src\features\tracking\tracking-types.ts","66"
"WEB","interface","RawEventsResponse","apps\web\src\features\tracking\tracking-types.ts","53"
"WEB","type","RawEventType","apps\web\src\features\tracking\tracking-types.ts","1"
"WEB","interface","RawTrackingEvent","apps\web\src\features\tracking\tracking-types.ts","3"
"WEB","interface","RefreshResponse","apps\web\src\features\lib\api\api-client.ts","16"
"WEB","interface","RegisterInput","apps\web\src\features\auth\auth.types.ts","91"
"WEB","interface","Release","apps\web\src\features\releases\release-management.types.ts","11"
"WEB","type","ReleaseStatus","apps\web\src\features\releases\release-management.types.ts","1"
"WEB","interface","ReportRange","apps\web\src\features\analytics-reports\analytics-reports.types.ts","25"
"WEB","interface","RepositoriesDashboardProps","apps\web\src\features\repositories\repositories-dashboard.tsx","17"
"WEB","interface","RepositoryApplicationSummary","apps\web\src\features\repositories\repository.types.ts","1"
"WEB","interface","RepositoryBranch","apps\web\src\features\repositories\code-explorer.types.ts","1"
"WEB","interface","RepositoryBranchesResponse","apps\web\src\features\repositories\code-explorer.types.ts","9"
"WEB","interface","RepositoryCardProps","apps\web\src\features\repositories\repositories-dashboard.tsx","320"
"WEB","interface","RepositoryCodeFile","apps\web\src\features\repositories\code-explorer.types.ts","41"
"WEB","interface","RepositoryConnection","apps\web\src\features\repositories\repository.types.ts","17"
"WEB","interface","RepositoryDiffResponse","apps\web\src\features\repositories\code-explorer.types.ts","83"
"WEB","interface","RepositoryInstallationSummary","apps\web\src\features\repositories\repository.types.ts","8"
"WEB","interface","RepositoryListResponse","apps\web\src\features\repositories\repository.types.ts","43"
"WEB","interface","RepositorySearchMatch","apps\web\src\features\repositories\code-explorer.types.ts","63"
"WEB","interface","RepositorySearchResponse","apps\web\src\features\repositories\code-explorer.types.ts","73"
"WEB","interface","RepositoryTreeResponse","apps\web\src\features\repositories\code-explorer.types.ts","29"
"WEB","interface","ReprocessAnalyticsInput","apps\web\src\features\analytics-processing\analytics-processing.types.ts","47"
"WEB","interface","ReprocessAnalyticsPayload","apps\web\src\features\analytics-engine\analytics-engine-types.ts","124"
"WEB","interface","RequestOptions","apps\web\src\features\lib\api\api-client.ts","10"
"WEB","interface","RouteParameters","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\monitoring\page.tsx","6"
"WEB","interface","RouteParameters","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\applications\[applicationId]\releases\page.tsx","7"
"WEB","type","RouteParameters","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\repositories\page.tsx","6"
"WEB","interface","RouteParameters","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\websites\[websiteId]\analytics\processing\page.tsx","7"
"WEB","type","RouteParameters","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\repositories\[repositoryId]\code\page.tsx","6"
"WEB","type","SaasApplication","apps\web\src\features\applications\components\application-form.tsx","20"
"WEB","interface","SaasApplication","apps\web\src\features\applications\application-types.ts","41"
"WEB","interface","SaveHealthCheckInput","apps\web\src\features\monitoring\monitoring.types.ts","125"
"WEB","interface","SaveWebhookInput","apps\web\src\features\integrations\integrations.types.ts","137"
"WEB","interface","SearchInputProps","apps\web\src\components\ui\search-input.tsx","5"
"WEB","interface","SelectProps","apps\web\src\components\ui\select.tsx","5"
"WEB","interface","SidebarContentProps","apps\web\src\components\layout\app-shell.tsx","88"
"WEB","type","SortDirection","apps\web\src\features\analytics-reports\analytics-reports.types.ts","9"
"WEB","interface","SpinnerProps","apps\web\src\components\ui\spinner.tsx","3"
"WEB","interface","SwitchProps","apps\web\src\components\ui\switch.tsx","4"
"WEB","interface","TaskKanbanProps","apps\web\src\features\development\components\task-kanban.tsx","11"
"WEB","type","TechnologyDimension","apps\web\src\features\analytics-reports\analytics-reports.types.ts","5"
"WEB","interface","TechnologyManagerProps","apps\web\src\features\applications\components\technology-manager.tsx","15"
"WEB","type","TechnologyType","apps\web\src\features\applications\application-types.ts","15"
"WEB","interface","TextareaProps","apps\web\src\components\ui\textarea.tsx","4"
"WEB","interface","TrackingStatus","apps\web\src\features\tracking\tracking-types.ts","29"
"WEB","interface","TrackingStatusPanelProps","apps\web\src\features\tracking\components\tracking-status-panel.tsx","14"
"WEB","interface","TreeItemProps","apps\web\src\features\repositories\code-tree.tsx","25"
"WEB","type","UpdateApplicationLinkPayload","apps\web\src\features\applications\application-types.ts","124"
"WEB","type","UpdateApplicationPayload","apps\web\src\features\applications\application-types.ts","96"
"WEB","type","UpdateTechnologyPayload","apps\web\src\features\applications\application-types.ts","116"
"WEB","interface","UpdateWebsitePayload","apps\web\src\features\websites\website-types.ts","54"
"WEB","interface","UseAnalyticsOverviewInput","apps\web\src\features\analytics-overview\use-analytics-overview.ts","8"
"WEB","interface","User","apps\web\src\features\auth\auth.types.ts","3"
"WEB","interface","UserNotification","apps\web\src\features\team-operations\team-operations.types.ts","71"
"WEB","interface","UserSummary","apps\web\src\features\releases\release-management.types.ts","5"
"WEB","interface","WebhookDelivery","apps\web\src\features\integrations\integrations.types.ts","97"
"WEB","interface","WebhookDeliveryAttempt","apps\web\src\features\integrations\integrations.types.ts","77"
"WEB","type","WebhookDeliveryStatus","apps\web\src\features\integrations\integrations.types.ts","11"
"WEB","interface","WebhookEndpoint","apps\web\src\features\integrations\integrations.types.ts","21"
"WEB","interface","WebhookEventCatalogItem","apps\web\src\features\integrations\integrations.types.ts","13"
"WEB","type","WebhookEventType","apps\web\src\features\integrations\integrations.types.ts","1"
"WEB","interface","WebhookFormState","apps\web\src\features\integrations\webhook-integrations-dashboard.tsx","24"
"WEB","interface","WebhookIntegrationsDashboardProps","apps\web\src\features\integrations\webhook-integrations-dashboard.tsx","20"
"WEB","interface","WebhookListResponse","apps\web\src\features\integrations\integrations.types.ts","69"
"WEB","interface","Website","apps\web\src\features\websites\website-types.ts","8"
"WEB","interface","WebsiteApplication","apps\web\src\features\websites\website-types.ts","1"
"WEB","interface","WebsiteCardProps","apps\web\src\features\websites\components\website-card.tsx","8"
"WEB","interface","WebsiteFormProps","apps\web\src\features\websites\components\website-form.tsx","15"
"WEB","interface","WebsiteListQuery","apps\web\src\features\websites\website-types.ts","62"
"WEB","interface","WebsiteListResponse","apps\web\src\features\websites\website-types.ts","35"
"WEB","interface","WebsitePagination","apps\web\src\features\websites\website-types.ts","26"
"WEB","interface","WebsiteSubNavProps","apps\web\src\features\websites\components\website-sub-nav.tsx","7"
"WEB","interface","WebsiteWithKeyResponse","apps\web\src\features\websites\website-types.ts","40"
"WEB","type","WorkItemPriority","apps\web\src\features\development\development-types.ts","11"
"WEB","interface","Workspace","apps\web\src\features\auth\auth.types.ts","19"
"WEB","interface","WorkspaceActivity","apps\web\src\features\activity\workspace-activity-api.ts","3"
"WEB","interface","WorkspaceInvitation","apps\web\src\features\team-operations\team-operations.types.ts","7"
"WEB","interface","WorkspaceInvitationsPanelProps","apps\web\src\features\team-operations\workspace-invitations-panel.tsx","8"
"WEB","interface","WorkspaceMember","apps\web\src\features\auth\auth.types.ts","35"
"WEB","interface","WorkspaceMembership","apps\web\src\features\auth\auth.types.ts","15"
"WEB","type","WorkspaceRole","apps\web\src\app\(dashboard)\workspaces\[workspaceId]\applications\[applicationId]\settings\page.tsx","15"
"WEB","type","WorkspaceRole","apps\web\src\features\team-operations\team-operations.types.ts","1"
"WEB","type","WorkspaceRole","apps\web\src\features\auth\auth.types.ts","1"
"WEB","type","WorkspaceRole","apps\web\src\features\workspaces\workspace-types.ts","1"
"WEB","interface","WorkspaceSettingsNavProps","apps\web\src\features\workspaces\components\workspace-settings-nav.tsx","7"
"WEB","interface","WorkspaceSwitcherProps","apps\web\src\components\layout\workspace-switcher.tsx","10"
